source,source_txn_id,order_id,customer_id,merchant_id,amount,timestamp,payment_method,transaction_type,status
GATEWAY,PAY_5715bd6f-a416-4293-84c2-e2e3444ea7c8,ORD_23,CUS_81,MER_20,1608.22,2026-08-17 00:20:35.338815,WALLET,DEPOSIT,SUCCESS
GATEWAY,PAY_287d06ca-6f4c-469a-8b22-d3081c8eaee9,ORD_24,CUS_50,MER_9,3822.38,2026-08-11 11:18:28.863512,WALLET,DEPOSIT,SUCCESS
GATEWAY,PAY_b8db0672-f42d-47cc-80d4-af5974273ca3,ORD_25,CUS_71,MER_33,8609.19,2026-09-04 12:33:22.283160,UPI,PAYMENT,SUCCESS
GATEWAY,PAY_f8cda88b-436d-46e2-b83c-fe0be037e5ed,ORD_26,CUS_69,MER_88,7511.27,2026-08-16 21:42:39.060932,NET_BANKING,PAYMENT,SUCCESS
GATEWAY,PAY_81f76d1c-2dbc-4134-830f-f46e8026695f,ORD_27,CUS_56,MER_38,1590.0,2026-08-09 14:08:23.226041,UPI,TRANSFER,SUCCESS
GATEWAY,PAY_a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,ORD_28,CUS_98,MER_65,1794.73,2026-08-09 16:59:54.848752,UPI,TRANSFER,SUCCESS
GATEWAY,PAY_81f631d4-a392-41a7-9777-a4774c66e0a8,ORD_29,CUS_65,MER_82,6093.61,2026-09-01 05:33:31.397573,CARD,TRANSFER,SUCCESS
GATEWAY,PAY_5fb8d16c-2720-497d-b2eb-d6899be578c7,ORD_30,CUS_21,MER_98,5398.4,2026-08-24 22:02:43.873303,UPI,DEPOSIT,SUCCESS
GATEWAY,PAY_f4188f3f-8a14-4e62-a95b-4715c333e861,ORD_31,CUS_63,MER_42,204.57,2026-08-31 00:29:42.484327,NET_BANKING,TRANSFER,SUCCESS
GATEWAY,PAY_eb2263dd-87c5-421e-ac24-a3c5c754108f,ORD_32,CUS_8,MER_31,2416.31,2026-08-28 16:46:10.791110,UPI,PAYMENT,SUCCESS
GATEWAY,PAY_7d154385-52fb-443b-9954-6eb400257ad1,ORD_33,CUS_63,MER_94,8162.07,2026-08-22 21:26:49.213051,CARD,REFUND,SUCCESS
GATEWAY,PAY_5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,ORD_34,CUS_61,MER_85,9469.02,2026-09-05 00:00:22.060235,CARD,TRANSFER,SUCCESS
GATEWAY,PAY_ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,ORD_35,CUS_78,MER_68,4237.15,2026-08-18 03:54:27.105724,CARD,DEPOSIT,SUCCESS
GATEWAY,PAY_3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,ORD_36,CUS_94,MER_97,6901.78,2026-08-23 08:49:55.316260,NET_BANKING,WITHDRAWAL,SUCCESS
GATEWAY,PAY_14296c07-f26b-4776-913e-4de2e0c53cb8,ORD_37,CUS_84,MER_86,3740.47,2026-08-31 16:32:02.889744,WALLET,PAYMENT,SUCCESS
GATEWAY,PAY_d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,ORD_38,CUS_29,MER_32,649.62,2026-08-25 08:41:49.198128,UPI,DEPOSIT,SUCCESS
GATEWAY,PAY_885f6e66-c2b6-42c5-ba5d-310011b7e948,ORD_39,CUS_30,MER_71,5888.52,2026-09-01 15:47:30.285605,UPI,PAYMENT,SUCCESS
GATEWAY,PAY_a8e56e0c-20de-435d-a031-d750c40db9b4,ORD_40,CUS_81,MER_91,598.15,2026-08-24 03:03:22.760505,UPI,PAYMENT,SUCCESS
GATEWAY,PAY_2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,ORD_41,CUS_10,MER_43,5146.42,2026-08-27 22:39:16.199469,NET_BANKING,WITHDRAWAL,SUCCESS
GATEWAY,PAY_9b49bd26-df57-459a-8715-a10343dac043,ORD_42,CUS_70,MER_28,1331.8,2026-08-08 04:21:22.802435,WALLET,REFUND,SUCCESS
GATEWAY,PAY_edcd465e-3638-4821-b6e0-7cc06c52c49f,ORD_43,CUS_53,MER_61,1912.2,2026-08-13 15:26:58.330489,UPI,WITHDRAWAL,SUCCESS
GATEWAY,PAY_66245bfa-4fcc-439a-b683-d2e6337ea2df,ORD_45,CUS_52,MER_8,7284.85,2026-08-09 04:48:46.804186,UPI,REFUND,SUCCESS
GATEWAY,PAY_7394988f-847f-49b4-a64d-1bcb702753a1,ORD_47,CUS_36,MER_24,4631.65,2026-08-09 20:05:01.705030,UPI,WITHDRAWAL,SUCCESS
GATEWAY,PAY_1064005c-3985-43cf-bf76-be1d1efa2197,ORD_48,CUS_13,MER_71,515.38,2026-08-15 03:30:13.579261,UPI,PAYMENT,SUCCESS
GATEWAY,PAY_8dcdcd03-969b-4662-8562-8059568cc69b,ORD_49,CUS_31,MER_97,1671.45,2026-08-25 21:03:20.079533,WALLET,WITHDRAWAL,SUCCESS
GATEWAY,PAY_01d74256-3860-4ab6-96a4-02f23ae8cc93,ORD_50,CUS_52,MER_28,9025.4,2026-08-17 18:02:31.007890,CARD,WITHDRAWAL,SUCCESS
GATEWAY,PAY_0f1259e0-a18f-46b6-b535-106e122c9a56,ORD_51,CUS_50,MER_1,2659.38,2026-08-17 21:53:35.066767,WALLET,TRANSFER,SUCCESS
GATEWAY,PAY_080aadfb-e7c9-4b26-9141-25c63a9bedd4,ORD_52,CUS_90,MER_55,9573.6,2026-08-13 02:12:28.223760,WALLET,REFUND,SUCCESS
GATEWAY,PAY_839fbc50-1223-4513-9496-f63cdc1110c1,ORD_53,CUS_38,MER_25,2184.83,2026-08-14 19:35:12.514751,UPI,DEPOSIT,SUCCESS
GATEWAY,PAY_7c441fe7-ab42-40a7-874a-493b3ceddf2d,ORD_54,CUS_70,MER_95,618.97,2026-09-03 21:45:14.691351,NET_BANKING,PAYMENT,SUCCESS
GATEWAY,PAY_b92da22b-21df-406f-8a0b-3c3336d8393a,ORD_55,CUS_75,MER_7,4773.12,2026-08-26 05:56:53.718559,CARD,PAYMENT,SUCCESS
GATEWAY,PAY_93829b43-922f-415a-a1e3-db63ef7ddc76,ORD_56,CUS_11,MER_66,8514.91,2026-08-25 01:56:13.566689,UPI_PAYMENT,DEPOSIT,SUCCESS
GATEWAY,PAY_7914c120-c8dc-419f-be35-11287900f7f9,ORD_57,CUS_87,MER_9,8619.57,2026-08-11 22:34:57.376129,WALLET,PAYMENT,SUCCESS
GATEWAY,PAY_1825bc54-30be-445f-a835-14f2ceb81f9d,ORD_58,CUS_32,MER_73,5793.4,2026-08-28 16:20:02.660287,UPI,DEPOSIT,SUCCESS
GATEWAY,PAY_5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,ORD_59,CUS_54,MER_11,6577.16,2026-08-11 17:00:45.263831,NET_BANKING,TRANSFER,SUCCESS
GATEWAY,PAY_dd2467ac-778e-4db3-a93d-ffbc6c6fa611,ORD_60,CUS_86,MER_27,7164.76,2026-08-18 04:34:14.505036,DEBIT_CARD,TRANSFER,SUCCESS
GATEWAY,PAY_24933b83-7577-40a9-a491-f0b2ea1fca65_DUP,ORD_9,CUS_6,MER_34,7300.02,2026-08-19 11:08:47.356624,UPI,WITHDRAWAL,SUCCESS
GATEWAY,PAY_0e51f30d-c6a7-4e39-84b0-32ccd7c524a5_DUP,ORD_3,CUS_5,MER_55,307.67,2026-08-15 01:23:01.993213,CARD,REFUND,SUCCESS
GATEWAY,PAY_1d53434b-b881-49b9-ae27-0da702f06b90_DUP,ORD_21,CUS_75,MER_55,4000.01,2026-08-30 23:33:09.500751,CARD,REFUND,SUCCESS
GATEWAY,ORPHAN_PAY_935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,ORPHAN_ORD_1,CUS_0006,MER_006,89902.57,2026-08-12 15:21:22.133629,CARD,PAYMENT,SUCCESS
GATEWAY,ORPHAN_PAY_664fa663-7e8f-4095-a24c-69b6b24445a7,ORPHAN_ORD_2,CUS_0086,MER_004,10369.08,2026-08-14 03:01:53.667387,WALLET,PAYMENT,SUCCESS
GATEWAY,ORPHAN_PAY_e4855aa1-016b-4287-b008-05cca7f36ae9,ORPHAN_ORD_3,CUS_0096,MER_010,15539.88,2026-08-29 08:03:25.923395,CARD,PAYMENT,SUCCESS
LEDGER,LED_a748dbcf-ac61-4e63-8dde-29a6baa4b71a,ORD_1,CUS_15,MER_82,259.86,2026-08-25 23:45:00.261603,NET_BANKING,REFUND,POSTED
LEDGER,LED_0f844fef-1931-49ee-a56c-0941fbf24050,ORD_2,CUS_18,MER_29,7367.35,2026-08-07 13:22:13.877537,UPI,DEPOSIT,POSTED
LEDGER,LED_ccf3a171-56dc-4907-ba6c-34ab6712303a,ORD_3,CUS_5,MER_55,307.67,2026-08-15 01:23:01.993213,CARD,REFUND,POSTED
LEDGER,LED_23e2fcb4-72d8-467d-894a-05e430b187ef,ORD_5,CUS_29,MER_54,4497.6,2026-08-28 21:37:19.387113,NET_BANKING,PAYMENT,POSTED
LEDGER,LED_766ecb15-474e-4c19-aef9-12766c006f61,ORD_6,CUS_21,MER_98,6984.41,2026-08-27 02:35:11.071400,NET_BANKING,TRANSFER,POSTED
LEDGER,LED_134c6c92-ec5b-427c-9fde-4fbf3ff350bf,ORD_7,CUS_28,MER_20,9572.56,2026-09-02 13:43:55.439491,NET_BANKING,PAYMENT,POSTED
LEDGER,LED_db20a56e-dc81-4fe7-8eda-8bbb71710434,ORD_8,CUS_49,MER_12,976.2,2026-08-09 09:57:31.454175,NET_BANKING,DEPOSIT,POSTED
LEDGER,LED_a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,ORD_9,CUS_6,MER_34,7300.02,2026-08-19 11:08:47.356624,UPI,WITHDRAWAL,POSTED
LEDGER,LED_03c72ba8-d605-4770-8a63-f881ffd0f9d5,ORD_10,CUS_71,MER_11,2938.85,2026-08-07 16:49:00.392783,NET_BANKING,DEPOSIT,POSTED
LEDGER,LED_c0e9ab30-ed26-42e9-97e0-11b7f8102383,ORD_11,CUS_91,MER_25,704.86,2026-08-13 08:46:55.630691,CARD,TRANSFER,POSTED
LEDGER,LED_680ac07a-2a93-4d62-bc83-5dc0d9441fa5,ORD_12,CUS_30,MER_11,8666.17,2026-08-21 23:13:06.906764,WALLET,TRANSFER,POSTED
LEDGER,LED_dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,ORD_13,CUS_82,MER_59,8342.76,2026-08-07 14:28:07.233421,CARD,TRANSFER,POSTED
LEDGER,LED_2a25a888-0f02-4ad0-a706-7ef466aa9385,ORD_14,CUS_27,MER_46,6705.05,2026-08-12 18:31:33.190580,UPI,DEPOSIT,POSTED
LEDGER,LED_63f2ae24-fc3d-4348-808d-4127610461e3,ORD_15,CUS_22,MER_82,5346.06,2026-08-26 07:16:46.462724,CARD,REFUND,POSTED
LEDGER,LED_c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,ORD_16,CUS_49,MER_60,2706.78,2026-08-23 03:43:14.317724,CARD,TRANSFER,POSTED
LEDGER,LED_b253d218-6c4a-47ea-8906-17f2747b6dba,ORD_17,CUS_100,MER_99,568.82,2026-08-13 10:04:48.092330,UPI,TRANSFER,POSTED
LEDGER,LED_7c967f79-b7e9-4aca-a970-65e18e46d534,ORD_19,CUS_64,MER_84,3962.36,2026-08-31 02:09:09.743709,WALLET,REFUND,POSTED
LEDGER,LED_37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,ORD_20,CUS_18,MER_34,2473.81,2026-08-07 00:02:30.785085,NET_BANKING,DEPOSIT,POSTED
LEDGER,LED_bc594585-9445-48c0-8ef8-c2d6f7fd5646,ORD_21,CUS_75,MER_55,4000.01,2026-08-30 23:33:09.500751,CARD,REFUND,POSTED
LEDGER,LED_504867ba-bf7b-439b-8f9a-ea4b8acd4e10,ORD_22,CUS_64,MER_66,918.19,2026-08-27 18:01:23.311810,UPI,PAYMENT,POSTED
LEDGER,LED_7a0ecfea-958c-49ba-8cd6-20c20ea2622b,ORD_23,CUS_81,MER_20,1608.22,2026-08-17 00:20:35.338815,WALLET,DEPOSIT,POSTED
LEDGER,LED_87f7e1fb-da4b-49ca-ab5c-f46780bacd64,ORD_24,CUS_50,MER_9,3822.38,2026-08-11 11:18:28.863512,WALLET,DEPOSIT,POSTED
LEDGER,LED_82010c62-f5f5-4b22-8e8f-a8e0284d82e5,ORD_25,CUS_71,MER_33,8609.19,2026-09-04 12:33:22.283160,UPI,PAYMENT,POSTED
LEDGER,LED_118a9d29-2f92-4996-99f1-95d014822f53,ORD_26,CUS_69,MER_88,7511.27,2026-08-16 21:42:39.060932,NET_BANKING,PAYMENT,POSTED
LEDGER,LED_dca02eec-acda-4acc-9165-e21098543881,ORD_27,CUS_56,MER_38,1590.0,2026-08-09 14:08:23.226041,UPI,TRANSFER,POSTED
LEDGER,LED_f10c718b-1eb0-438a-a75d-d5af3c365296,ORD_28,CUS_98,MER_65,1794.73,2026-08-09 16:59:54.848752,UPI,TRANSFER,POSTED
LEDGER,LED_94340a03-3f07-4814-91d6-3f78e3e9de99,ORD_29,CUS_65,MER_82,6093.61,2026-09-01 05:33:31.397573,CARD,TRANSFER,POSTED
LEDGER,LED_14fcdd54-9e8f-4965-8a2c-827e98326856,ORD_30,CUS_21,MER_98,5398.4,2026-08-24 22:02:43.873303,UPI,DEPOSIT,POSTED
LEDGER,LED_90b2b633-956b-4c0c-a849-9b926b5252e3,ORD_31,CUS_63,MER_42,204.57,2026-08-31 00:29:42.484327,NET_BANKING,TRANSFER,POSTED
LEDGER,LED_42c18a62-ef48-48d5-90fd-9d3f85d51695,ORD_32,CUS_8,MER_31,2416.31,2026-08-28 16:46:10.791110,UPI,PAYMENT,POSTED
LEDGER,LED_506e5a9a-b758-488d-ab73-295b344a54b8,ORD_33,CUS_63,MER_94,8162.07,2026-08-22 21:26:49.213051,CARD,REFUND,POSTED
LEDGER,LED_ef8c485b-c07a-40f2-add4-253b50f0fd0a,ORD_36,CUS_94,MER_97,6901.78,2026-08-23 08:49:55.316260,NET_BANKING,WITHDRAWAL,POSTED
LEDGER,LED_9f044aed-7552-4327-8262-7f7312922f83,ORD_37,CUS_84,MER_86,3740.47,2026-08-31 16:32:02.889744,WALLET,PAYMENT,POSTED
LEDGER,LED_19985f15-ff00-4d4d-9020-59e4ff9ab5c2,ORD_38,CUS_29,MER_32,649.62,2026-08-25 08:41:49.198128,UPI,DEPOSIT,POSTED
LEDGER,LED_8181a8cc-3691-47eb-89a2-688b12c136e0,ORD_39,CUS_30,MER_71,5888.52,2026-09-01 15:47:30.285605,UPI,PAYMENT,POSTED
LEDGER,LED_5958a499-eeea-463e-a1e8-ac6843e42caf,ORD_40,CUS_81,MER_91,598.15,2026-08-24 03:03:22.760505,UPI,PAYMENT,POSTED
LEDGER,LED_3e896c64-e117-4ac3-919c-4ea3e1805081,ORD_41,CUS_10,MER_43,5146.42,2026-08-27 22:39:16.199469,NET_BANKING,WITHDRAWAL,POSTED
LEDGER,LED_702cdd20-2862-48b8-88f4-ef125e9953d2,ORD_42,CUS_70,MER_28,1331.8,2026-08-08 04:21:22.802435,WALLET,REFUND,POSTED
LEDGER,LED_4d71c366-b41b-4143-8b10-550cd5704f32,ORD_43,CUS_53,MER_61,1912.2,2026-08-13 15:26:58.330489,UPI,WITHDRAWAL,POSTED
LEDGER,LED_ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,ORD_44,CUS_55,MER_46,4116.91,2026-08-15 11:43:19.601657,UPI,PAYMENT,POSTED
LEDGER,LED_aaf91531-0200-41f0-8768-a84fa76afde6,ORD_45,CUS_52,MER_8,7284.85,2026-08-09 04:48:46.804186,UPI,REFUND,POSTED
LEDGER,LED_ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,ORD_46,CUS_25,MER_25,5367.49,2026-08-13 18:58:19.977448,CARD,WITHDRAWAL,POSTED
LEDGER,LED_e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,ORD_47,CUS_36,MER_24,4631.65,2026-08-09 20:05:01.705030,UPI,WITHDRAWAL,POSTED
LEDGER,LED_e3c43657-1d8c-4bac-83b4-09ef2260e70f,ORD_48,CUS_13,MER_71,515.38,2026-08-15 03:30:13.579261,UPI,PAYMENT,POSTED
LEDGER,LED_27cb6f2a-8da0-4097-be0f-051b1b66b5a9,ORD_49,CUS_31,MER_97,1671.45,2026-08-25 21:03:20.079533,WALLET,WITHDRAWAL,POSTED
LEDGER,LED_35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,ORD_50,CUS_52,MER_28,9025.4,2026-08-17 18:02:31.007890,CARD,WITHDRAWAL,POSTED
LEDGER,LED_afffcfd2-341e-440b-97c7-00aab7b56ea7,ORD_51,CUS_50,MER_1,2659.38,2026-08-17 21:53:35.066767,WALLET,TRANSFER,POSTED
LEDGER,LED_81627cf1-4394-42e6-9a58-7e8aa25d6b29,ORD_52,CUS_90,MER_55,9573.6,2026-08-13 02:12:28.223760,WALLET,REFUND,POSTED
LEDGER,LED_e87d1c78-e7c4-41c7-8049-7b717d106c60,ORD_53,CUS_38,MER_25,2184.83,2026-08-14 19:35:12.514751,UPI,DEPOSIT,POSTED
LEDGER,LED_a2607723-17a0-4f49-8d01-280fd89a40c0,ORD_54,CUS_70,MER_95,618.97,2026-09-03 21:45:14.691351,NET_BANKING,PAYMENT,POSTED
LEDGER,LED_0b49452d-46d4-43f3-9450-281c6c6f7633,ORD_55,CUS_75,MER_7,4773.12,2026-08-26 05:56:53.718559,CARD,PAYMENT,POSTED
LEDGER,LED_217d65a0-c568-41cd-9563-f61600e85ece,ORD_56,CUS_11,MER_66,8514.91,2026-08-25 01:56:13.566689,UPI,DEPOSIT,POSTED
LEDGER,LED_295d6fbf-430f-401d-bad4-09e2a319dcb4,ORD_57,CUS_87,MER_9,8619.57,2026-08-11 22:34:57.376129,WALLET,PAYMENT,POSTED
LEDGER,LED_b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,ORD_58,CUS_32,MER_73,5793.4,2026-08-28 16:20:02.660287,UPI,DEPOSIT,POSTED
LEDGER,LED_b0e6a969-e213-42b0-b1ee-dba313432e61,ORD_60,CUS_86,MER_27,7164.76,2026-08-18 04:34:14.505036,CARD,TRANSFER,POSTED
BANK,UTR_093923de-8bab-4e3b-a628-6bfbe767dcea,ORD_1,CUS_15,MER_82,238.86,2026-08-28 00:11:00.261603,NET_BANKING,REFUND,CREDIT
BANK,UTR_8d7248e2-951f-48d0-9e84-f058d5a804eb,ORD_2,CUS_18,MER_29,7367.35,2026-08-07 13:31:13.877537,UPI,DEPOSIT,CREDIT
BANK,UTR_0ab54bde-20a0-4502-ae06-809725e97977,ORD_3,CUS_5,MER_55,307.67,2026-08-15 02:06:01.993213,CARD,REFUND,CREDIT
BANK,UTR_eededb07-e623-4689-9d59-cd2a4eea04e7,ORD_4,CUS_78,MER_65,275.09,2026-08-13 12:46:28.233282,CARD,DEPOSIT,CREDIT
BANK,UTR_0a368ce7-dc57-4131-b8e1-daa7cbceabde,ORD_5,CUS_29,MER_54,4497.6,2026-08-30 21:57:19.387113,NET_BANKING,PAYMENT,CREDIT
BANK,UTR_ae9bec36-35c7-436c-9b99-62c6e61fecc0,ORD_6,CUS_21,MER_98,6984.41,2026-08-27 03:05:11.071400,NET_BANKING,TRANSFER,CREDIT
BANK,UTR_5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,ORD_7,CUS_28,MER_20,9572.56,2026-09-02 14:04:55.439491,NET_BANKING,PAYMENT,CREDIT
BANK,UTR_dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,ORD_8,CUS_49,MER_12,976.2,2026-08-10 10:57:31.454175,NET_BANKING,DEPOSIT,CREDIT
BANK,UTR_bfddc3d9-9ee3-4c2a-b94d-62046808593f,ORD_9,CUS_6,MER_34,7260.02,2026-08-19 11:57:47.356624,UPI,WITHDRAWAL,CREDIT
BANK,UTR_3c9ad14c-ee0c-4eb5-acfe-db992790cebd,ORD_10,CUS_71,MER_11,2938.85,2026-08-07 17:49:00.392783,NET_BANKING,DEPOSIT,CREDIT
BANK,UTR_ccc56569-f9e8-4369-a999-b735dd56cc94,ORD_11,CUS_91,MER_25,704.86,2026-08-13 08:51:55.630691,CARD,TRANSFER,CREDIT
BANK,UTR_698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,ORD_12,CUS_30,MER_11,8666.17,2026-08-21 23:14:06.906764,WALLET,TRANSFER,CREDIT
BANK,UTR_ecab3301-bc8f-4d29-adea-94930658663a,ORD_13,CUS_82,MER_59,8342.76,2026-08-07 14:58:07.233421,CARD,TRANSFER,CREDIT
BANK,UTR_696608aa-ee49-4329-884a-7b28550a1b46,ORD_14,CUS_27,MER_46,6705.05,2026-08-12 19:11:33.190580,UPI,DEPOSIT,CREDIT
BANK,UTR_bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,ORD_15,CUS_22,MER_82,5346.06,2026-08-26 07:53:46.462724,CARD,REFUND,CREDIT
BANK,UTR_28c13091-444d-410b-bf87-e362cf8d446a,ORD_16,CUS_49,MER_60,2706.78,2026-08-23 03:50:14.317724,CARD,TRANSFER,CREDIT
BANK,UTR_61ee411a-1bac-47a7-b386-f7a4c991603f,ORD_17,CUS_100,MER_99,568.82,2026-08-13 10:09:48.092330,UPI,TRANSFER,CREDIT
BANK,UTR_787f2425-dbcc-4477-89e9-db0adf465290,ORD_18,CUS_35,MER_52,671.22,2026-08-24 12:13:02.652606,NET_BANKING,REFUND,CREDIT
BANK,UTR_eb1fa9f2-d10b-41d0-b317-347038f16a81,ORD_19,CUS_64,MER_84,3962.36,2026-08-31 02:23:09.743709,WALLET,REFUND,CREDIT
BANK,UTR_d20eac17-4e20-4d1a-9983-36e375d66ed4,ORD_20,CUS_18,MER_34,2473.81,2026-08-07 00:35:30.785085,NET_BANKING,DEPOSIT,CREDIT
BANK,UTR_6601ddd0-3170-4437-a8f7-ef5a060edf5b,ORD_22,CUS_64,MER_66,918.19,2026-08-27 18:10:23.311810,UPI,PAYMENT,CREDIT
BANK,UTR_11c58ef0-dd46-4c09-8752-87aa5408f9ac,ORD_23,CUS_81,MER_20,1593.22,2026-08-17 01:20:35.338815,WALLET,DEPOSIT,CREDIT
BANK,UTR_59e4b671-4774-4c58-85f8-bc16f7860b50,ORD_24,CUS_50,MER_9,3822.38,2026-08-11 11:41:28.863512,WALLET,DEPOSIT,CREDIT
BANK,UTR_adf4e62d-6651-429e-8268-690ba43825b5,ORD_25,CUS_71,MER_33,8609.19,2026-09-04 13:30:22.283160,UPI,PAYMENT,CREDIT
BANK,UTR_54c63cd8-8945-4f27-97fa-2d8dfb2ca025,ORD_26,CUS_69,MER_88,7511.27,2026-08-16 21:47:39.060932,NET_BANKING,PAYMENT,CREDIT
BANK,UTR_e08596db-1d87-4966-8710-d430f071d879,ORD_27,CUS_56,MER_38,1590.0,2026-08-09 15:05:23.226041,UPI,TRANSFER,CREDIT
BANK,UTR_94a1875d-2db6-4edb-82de-ffccf86c2ca2,ORD_28,CUS_98,MER_65,1794.73,2026-08-09 17:15:54.848752,UPI,TRANSFER,CREDIT
BANK,UTR_09cb3942-43f5-4a85-bbc9-f87af668a617,ORD_29,CUS_65,MER_82,6093.61,2026-09-02 05:57:31.397573,CARD,TRANSFER,CREDIT
BANK,UTR_587ef344-6f3f-420c-98b8-e4cc1bc044fc,ORD_30,CUS_21,MER_98,5398.4,2026-08-24 22:21:43.873303,UPI,DEPOSIT,CREDIT
BANK,UTR_6fb78271-504d-481f-8953-5b63ba81edd9,ORD_31,CUS_63,MER_42,204.57,2026-08-31 00:40:42.484327,NET_BANKING,TRANSFER,CREDIT
BANK,UTR_30a900ad-939b-462d-a645-f129629c2ae3,ORD_33,CUS_63,MER_94,8162.07,2026-08-22 22:20:49.213051,CARD,REFUND,CREDIT
